name,chapter,email,phone,website,address,desc
"Bedrock Engineering, Inc.",San Joaquin Valley,office@bedrockeng.com,559 645-4849 (Phone); 559 645-4869 (Fax),http://www.bedrockeng.com,"PO Box 25783, Fresno, California, 93729","Bedrock Engineering, Inc. is a full-service land surveying and civil engineering firm specializing intopographic, boundary, and ALTA surveys; map and legal description preparation; street, grading, andutility design; and construction staking. Bedrock Engineering, Inc. is a state-certified small businessand serves public and private sector clients throughout California."
"Wood Environment & Infrastructure Solutions, Inc.",,jay.weaver@amecfw.com,949 642-0245 (Phone); 949 642-4474 (Fax),http://www.woodplc.com,"3560 Hyland Avenue, Suite 100, Costa Mesa, California, 92626",Consulting engineering and environmental services.
"R&S Tavares Associates, Inc.",San Diego,mariana@rstavares.com,,,"11590 West Bernardo Court, Suite 100, San Diego, California, 92127","R & S Tavares Associates, Inc. (RST) is the leading firm in Modular Building Design with a combined total of over 50 years in the Modular Industry. We have an outstanding portfolio of residential, commercial, educational, and military buildings throughout the US and internationally."
Risk Strategies Company,,gdewalt@risk-strategies.com,949 242-9240 (Phone); 949 429-4191 (Fax),http://www.risk-strategies.com,"2040 Main Street, Suite 450, Irvine, California, 92614",Insurance brokerage services and consultation specializing in architects and engineers.
MEA Forensic Engineers & Scientists,Orange County Chapter,information@meaforensic.com,949 855-4632 (Phone); 949 855-3340 (Fax),http://www.meaforensic.com,"23281 Vista Grande Drive, Laguna Hills, California, 92653",
GHD,Non-Chapter,chris.trumbull@ghd.com,530 677-5515 (Phone),http://www.ghd.com,"4080 Plaza Goldorado Circle, Suite B, Cameron Park, California, 95682","Multi-discipline consulting engineering (civil, structural, electrical, mechanical, environmental) and associated services (land surveying, planning, environmental studies, and toxic remediation)."
"GEI Consultants, Inc.",Kern County,shearn@geiconsultants.com,661 327-7601 (Phone); 661 327-0173 (Fax),http://www.geiconsultants.com,"5001 California Avenue, Suite 120, Bakersfield, California, 93309","Water Resources-planning studies; investigation and design for dams, reservoirs, pump stations, water conveyance systems; safety evaluation and rehabilitation of dams, seismic/stability analysis; FERC licensing. Geotechnical-site evaluation/planning, foundation design, waterfront development, seismic evaluations, forensic engineering. Environmental-facility closure plans, risk assessment, brownfields site restoration, air quality permits/engineering, litigation support."
Accenture,Non-Chapter,young-gi.harabedian@accenture.com,714 209-7671 (Phone),https://www.accenture.com/,"73-710 Fred Waring Drive, Suite 102, Palm Desert, California, 92260","Anser Advisory is a national capital program and project advisory firm offering solutions to public and private sector clients implementing capital projects and programs. The consulting services we provide cover the entire lifecycle of capital development starting with early-stage organizational readiness and delivery strategy through managing the tactical execution of projects. Anser Advisory has a diverse and talented team of over 1,200 professionals, includingarchitects, engineers, construction managers, inspectors, project managers, estimators, certified professional accountants, management consultants, financial analysts, procurement specialists, system configuration specialists, and construction auditors."
"Wood Rodgers, Inc",Los Angeles County,mrayback@woodrodgers.com,657 226-1400 (Phone),http://www.woodrodgers.com,"606 E. Chapman Avenue, Orange, California, 92866","Founded in 1997, Wood Rodgers, Inc. is a multi-disciplinary engineering firm specializing in engineering, planning, mapping and surveying. Wood Rodgers also offers services in water supply engineering, water resource engineering, transportation engineering, electrical engineering and construction management for both public and private sectors."
NV5,,truckee_info@nv5.com,530 587-5156 (Phone); 530 587-5196 (Fax),http://www.nv5.com,"10775 Pioneer Trail, Building B, Suite 213, Truckee, California, 96161","Civil engineering consultants throughout California for public and private entities. Experienced in transportation, land development, public works, program and construction management, water and wastewater facilities, education and correction facilities."
"LCC Engineering & Surveying, Inc.",East Bay,rwl@lcc-inc.com,925 228-4218 (Phone),http://www.lcc-inc.com,"930 Estudillo Street, Martinez, California, 94553","Civil engineering and land surveying. Firm specializes in municipal engineering, design of street improvements and infrastructure in urban areas, land surveying and assessment districts."
"Stoney-Miller Consultants, Inc.",Non-Chapter,email@stoneymiller.com,949 494-2122 (Phone),,"801 Glenneyre Street, Suite F, Laguna Beach, California","Stoney-Miller Consultants provides comprehensive investigations for geotechnical engineering and engineering geology concerning earth materials and their relationship with engineered structures. Our expertise includes slope stability/landslide analysis, foundation engineering, seismic analysis/earthquake engineering, groundwater, laboratory testing, construction observation and testing, vibration monitoring, claim evaluation and expert witness services."
"Lockwood, Andrews & Newnam, Inc.",Los Angeles County Chapter,bgvendoropportunities@lan-inc.com,213 629-0100 (Phone); 213 316-4463 (Fax),http://www.lan-inc.com,"550 South Hope Street, 27th Floor, Los Angeles, California, 90071","LAN is a national engineering firm offering planning, engineering, and program management services. As a subsidiary of LEO A DALY, one of the largest planning, architecture, engineering and interior design firms in the United States, LAN has access to the expertise of more than 1100 professionals in 25 offices in 21 cities worldwide."
CASC ENGINEERING & CONSULTING,Riverside/San Bernardino,rsidor@cascinc.com,909 783-0101 (Phone),http://www.cascinc.com,"1470 East Cooley Drive, Colton, California, 92324","Civil engineering, surveying, planning, and environmental engineering."
NV5,Non-Chapter,nick.panayotou@nv5.com,916 254-5156 (Phone); 916 254-5157 (Fax),http://www.nv5.com,"3101 Zinfandel Drive, Suite 320, Rancho Cordova, California, 95670","Civil engineering consultants throughout California for public and private entities. Experienced in transportation, land development, public works, program and construction management, water and wastewater facilities, education and correction facilities."
"Wood Rodgers, Inc.",Non-Chapter,pmeuser@woodrodgers.com,,,"4670 Willow Rd., Suite 125, Pleasanton, California, 94588","Founded in 1997, Wood Rodgers, Inc. is a multi-disciplinary engineering firm specializing in engineering, planning, mapping and surveying. Wood Rodgers also offers services in water supply engineering, water resource engineering, transportation engineering, electrical engineering and construction management for both public and private sectors."
RockSol Consulting Group,San Diego,saeb@rocksol.com,619 952-9407 (Phone),http://www.rocksol.com,"401 West A Street, Suite 200, San Diego, California, 92101","RockSol provides transportation, structural, geotechnical, environmental services, as well as construction management, inspection and materials testing services to public and private sector clients. RockSol offers a unique team of professional and technical staff with a wealth of experience and knowledge."
GHD,Non-Chapter,fresno@ghd.com,510 420-0700 (Phone),http://www.ghd.com,"30 River Park Place West, Suite 22, Fresno, California, 93720","Multi-discipline consulting engineering (civil, structural, electrical, mechanical, environmental) and associated services (land surveying, planning, environmental studies, and toxic remediation)."
Albat,Sierra,,323 459-7510 (Phone),https://albat.co,"7801 Folsom Blvd., Suite 325, Sacramento, California, 95826","Albat provides construction management, inspection, materials engineering and source inspection, and program/project management on infrastructure projects throughout California."
"Tanner Pacific, Inc.",East Bay,mjaeger@tannerpacific.com,925 766-1800 (Phone),,"274 Redwood Shores Pkwy, Suite 607, Redwood City, California, 94065","Tanner Pacific, Inc provides Program, Project and Construction Management Services for Public Agency clients. Our services are focused on all aspects of the Water Resource industry. Services include Pre-design and Pre-Construction elemets including schedule, estimating and bid assistance, front-end specifications and Partnering facilitation. Additionally, we provide complete Construction Administration servies and Constructability Review through Project Completion and Close-Out"
"Quad Knopf, Inc.",,courtneyl@quadknopf.com,916 784-7823 (Phone); 916 784-3520 (Fax),http://www.qkinc.com,"3400 Douglas Boulevard, Suite 190, Roseville, California, 95661","Quad Knopf, Inc., established in 1972, provides professional services in engineering, land surveying, planning, geographic information systems, landscape architecture and biology. The firm operates from offices in Bakersfield, Visalia, Fresno and Roseville. Services offered include city engineering, public works, infrastructure, water, wastewater, commercial and industrial, subdivisions, site engineering, hydrology, surveying, assessment engineering, labor compliance plans, land use planning, environmental impact reports, redevelopment planning, biology and habitat conservation plans."
"ZT Consulting Group, Inc.",Los Angeles County,info@ztcgrp.com,626 714-7181 (Phone); 818 369-6867 (Fax),http://www.ztcgrp.com,"1041 East Green Street, Suite 204, Pasadena, California, 91106","ZT Consulting Group Inc., (ZTC) is an engineering firm specialized in providing source inspection and quality fabrication on public transportation projects, specifically highway bridge construction."
"LG2WB Engineers, Inc.",Orange County,catalusci@llgengineers.com,949 8256174 (Phone),,"2 Executive Circle #250, Irvine, California, 92614","Linscott, Law & Greenspan Engineers provides transportation planning, traffic engineering and parking consultation services. Since our founding in 1966, projects have been completed involving a wide variety of assignments throughout the United States and overseas, with the core of our practice in Southern California."
BKF Engineers,,ngilina@bkf.com,925 396.7729 (Phone),,"4670 Willow Rd., Ste. 250, Pleasanton, California, 94588",
"Kimley-Horn and Associates, Inc.",Riverside/San Bernardino,kari.cano@kimley-horn.com,951 543-9868 (Phone),http://www.kimley-horn.com,"3801 University Avenue, Suite 300, Riverside, California, 92501","Kimley-Horn is one of the nation's most comprehensive and best respected engineering and land planning firms. With over 2,000 staff in more than 75 offices nationwide, it offers full services in a wide range of disciplines: aviation, the environment, intelligent transportation systems, forensic engineering, landscape architecture, land planning, transit, transportation, roads and bridges, urban redevelopment, water resources and wireless communications. Kimley-Horn has placed on FORTUNE magazine's ""100 Best Companies to Work For""."
"Jacobs Engineering Group, Inc.",Orange County Chapter,Walt.Quesada@jacobs.com,949 224-7500 (Phone); 949 224-7824 (Fax),http://www.jacobs.com,"2600 Michelson Drive, Suite 500, Irvine, California, 92612","Provides a full range of capabilities for development, design, construction, and operation of capital facilities in six functional market areas:  Transportation, public works, environmental, industrial, architecture, and advanced technologies."
Water Resource Engineering Associates,Channel Coast,wreassoc@wreassoc.com,,,"2300 Alessandro Drive, Suite 215, Ventura, California","Consultants in the design of facilities for collection, conservation, distribution and treatment of water and wastewater, and environmental permitting relating thereto."
MNS Engineers,Non-Chapter,,,,"2219 Buchanan Road, Suite 11, Antioch, California, 94509",
Disney Construction Inc.,Peninsula,rdisney@disneyconstruction.com,650 259-9545 (Phone); 650 259-9673 (Fax),http://www.disneyconstruction.com,"533 Airport Blvd., Suite 120, Burlingame, California, 94010",General Engineering contractor.
UNICO Engineering Inc.,Sierra,info@unicoengineering.com,916 900-6623 (Phone),http://www.unicoengineering.com,"80 Blue Ravine Road, Suite 250, Folsom, California, 95630","Founded in 2013 and incorporated in 2014, UNICO Engineering is a certified DBE and SBE firm that is fully committed to providing high quality construction management, land surveying, systems integration and program management services to public and private clients. UNICO services clients throughout Northern California from our corporate office located in Folsom, CA and a branch office in Oakland. Our success is measured by the success of our clients, our representativeness and the quality and value of our work."
"Summit Engineering, Inc.",North Coast,,707 5270775 (Phone),,"575 W. College Avenue, Suite 201, Santa Rosa, California","Summit Engineering Inc. offers a full spectrum of project engineering services. The firm offers design and technical consulting assistance for new industrial, commercial, educational and residential projects as well as maintenance and rehabilitation of existing facilities.  Specific services:  site and facility master planning; permitting assistance; civil, structural, wastewater and electrical, design; project management."
CCE Design Associates Inc.,Non-Chapter,randy@ccedesignassociates.com,213 459-6045 (Phone),https://www.ccedesignassociates.com,"445 South Figueroa Street, Suite 3100, Los Angeles, California, 90071","Site civil engineering including grading plans, utility plans, and street improvement plans. Our work is focused largely on infill sites and redevelopment work in the private sector; however we also have several public project contracts. Our work is heavily focused on charter school design and multifamily residential, with additional projects focused on subdivision work, custom single family residential, industrial projects, and commercial projects. We also have a sister company under our umbrella (CCE Construction LLC) that allows us to offer design build services."
Hatch Associates,Non-Chapter,jonathan.mcdonald@hatch.com,510 390-8035 (Phone),,"1999 Harrison Street, Suite 620, Oakland, California, 94612",
RICK,Riverside/San Bernardino,,,,"1770 Iowa Avenue, Suite 100, Riverside, California","Comprehensive civil engineering, land use planning, traffic and transportation engineering, surveying, mapping, aerial photogrammetry, landscape architecture, GIS and specialized computer services for both public and private sector clients."
Berkley Design Professional,Affiliate,dmika@berkleydp.com,831 293-6243 (Phone); 831 293-8819 (Fax),http://www.berkleydp.com,"99 Pacific Street, Suite 555E, Monterey, California, 93940","Berkley Design Professional specializes in professional liability insurance products and services for engineers, architects and other design professionals. Our mission is to transform uncertainty into opportunity so you can confidently build a better tomorrow - by working relentlessly to protect your work, reputation and dreams."
"Carollo Engineers, Inc.",Non-Chapter,gbeliew@carollo.com,951 776-3955 (Phone); 951 776-4207 (Fax),http://www.carollo.com,"3400 Central Avenue, Suite 205, Riverside, California, 92506","Carollo Engineers offers over six decades of experience in water, wastewater, energy, solid waste, storm drainage, and related projects. The scope of services to municipal, regional, and industrial clients includes technical and economic feasibility studies, planning and conceptual development, detailed engineering and design, procurement, expediting, and construction management services, start-up, and operations assistance and training."
"Robertson-Bryan, Inc.",Sierra,bryan@robertson-bryan.com,916 714-1801 (Phone),http://www.robertson-bryan.com,"3100 Zinfandel Drive, Suite 300, Rancho Cordova, California, 95670",Water and power resources consulting firm.
Tri City Engineering,San Joaquin Valley Chapter,,,,"4630 West Jennifer Avenue, Suite 101, Fresno, California","Tri City Engineering (TCE) is a civil engineering, land surveying and planning service firm specializing in municipal engineering including transportation, water, sewer, storm drainage and other utilities. TCE provides civil design, bidding support, and construction management for a full range of projects. Surveying Services include topographic surveys, ALTA surveys, boundary surveys and construction staking."
"Water Solutions, Inc",Peninsula,bcarlton@h2osolutions.com,650 204-9596 (Phone),http://www.h2osolutions.com,"355 Princeton Avenue, Half Moon Bay, California, 94019","Water Solutions, Inc has been designing potable water systems for over twenty-five years. We strive to design the simplest system possible with the explicit goal of safe water. We also provide consulting services for drinking water supply, treatment, and water storage projects as well as Water Operator Distribution and Treatment Exam preparation."
"Michael Baker International, Inc.",Bay Bridge,bernardo.hernandez@mbakerintl.com,510 879-0950 (Phone),http://www.mbakerintl.com,"1 Kaiser Plaza, Suite 1150, Oakland, California, 94612",Engineering services: Subdivision engineering; Public works engineering; Commercial/industrial site design; Traffic Engineering; Water resource engineering; Street and highway design engineering; Bridge and structural design; Traffic signal design; Construction engineering management; Electrical engineering. Planning services: Environmental analysis; Transportation planning; Site and land use planning; Geographic info systems. Surveying: Boundary survey and analysis; Final subdivision mapping; Field surveying and staking.
"Biggs Cardosa Associates, Inc.",Orange County,epheifer@biggscardosa.com,714 550-4665 (Phone); 714 550-7294 (Fax),http://www.biggscardosa.com,"500 South Main Street, Suite 1200, Orange, California, 92868","Biggs Cardosa Associates, Inc. offers structural engineering design and inspection services to public agencies, developers, professional engineers, design/build contractors and architects on a wide variety of projects including commercial and industrial buildings, transportation facilities, retail complexes and institutional facilities."
"Romig Engineers, Inc.",Peninsula,jonathan@romigengineers.com,650 5915224 (Phone),,"1390 El Camino Real, 2nd Floor, San Carlos, California, 94070","Comprehensive, cost effective geotechnical design services for public and private sector clients.  Services include foundation investigations, geologic and fault location studies, slope stability analyses, landslide investigations and construction observation and testing. Environmental services include Phase I site assessments and soil and ground water quality investigations/remediation."
HMH,Santa Clara,skuehn@hmhca.com,408 487-2200 (Phone); 408 487-2222 (Fax),http://www.hmhca.com,"1570 Oakland Road, Suite 200, San Jose, California, 95131","Civil engineering, land use entitlements, land planning, landscape architecture, utility design, land surveying, and stormwater compliance for public works and private development projects."
Converse Consultants,Riverside/San Bernardino,converse@converseconsultants.com,909 796-0544 (Phone); 909 796-7675 (Fax),http://www.converseconsultants.com,"2021 Rancho Drive,  Suite 1, Redlands, California, 92373","Converse Consultants provides virtually every facet of geotechnical, geologic, and environmental engineering during the design phase of projects ranging from residential developments to roadways; wastewater treatment plants and reservoir dams to convention centers and schools. During construction our expertise includes geotechnical and materials testing and inspection."
Stillwater Sciences,Non-Chapter,rita@stillwatersci.com,,,"850 G Street, Suite K, Arcata, California, 95521","Stillwater Sciences specializes in science-based, technical approaches to natural and water resource management. Using a collaborative and targeted approach, we integrate habitat and species information to understand critical ecosystem processes and identify effective measures for restoring and managing rivers and their floodplains as functioning ecosystems within the context of current conditions and future climate change. We work closely with our partner clients, including agencies, industry, and non-governmental organizations, to provide the technical information you need to make scientifically sound management decisions."
Hazen & Sawyer,Non-Chapter,cmiller@hazenandswayer.com,,http://www.hazenandsawyer.com,"7700 Irvine Center Drive, Suite 200, Irvine, California, 92618","Since 1951 Hazen and Sawyer has been in the forefront of helping our clients overcome the most challenging water issues around the Globe. As a company we strive to attain highly technical and solutions-oriented engineers, scientists, and analysts to develop practical solutions to ""All Things Water"". Our mission is to pinpoint the best and most efficient solution to every challenge, often with innovative approaches developed through partnerships with the communities and businesses we serve. Our decades long client relationships are a testament to our company wide commitment to placing our client's interests first."
"Kimley-Horn and Associates, Inc.",San Diego,ian.allegoran@kimley-horn.com,619 234-9411 (Phone),http://www.kimley-horn.com,"401 B Street, Suite 600, San Diego, California, 92101","Kimley-Horn is one of the nation's most comprehensive and best respected engineering and land planning firms. With over 2,000 staff in more than 75 offices nationwide, it offers full services in a wide range of disciplines: aviation, the environment, intelligent transportation systems, forensic engineering, landscape architecture, land planning, transit, transportation, roads and bridges, urban redevelopment, water resources and wireless communications. Kimley-Horn has placed on FORTUNE magazine's ""100 Best Companies to Work For""."
TKDA,Los Angeles County,info@tkda.com,909 332-6010 (Phone),http://www.tkda.com,"685 East Carnegie Drive, Suite 105, San Bernardino, California, 92408","TKDA is a full-service engineering, architecture and planning firm committed to improving communities, helping business and industries grow and building long-term client relationships. We are a complete single-source firm providing design solutions for the architectural, aviation, building engineering, municipal, rail and surface transportation sectors. TKDA has two local offices in California with the ability to utilize the tools and resources of a national firm with over 108 years of experience."
"Teter, Inc.",Sequoia,,559 6255246 (Phone),,"125 South Bridge Street, Suite 150, Visalia, California","We are an engineering/architectural firm with an emphasis on design of buildings and building related facilities. Our scope of service includes structural engineering, civil engineering, electrical engineering, mechanical engineering, architecture and planning."
GUIDA,Sequoia,bmcinally@guidainc.com,559 559-550-5305 (Phone),http://www.guidasurveying.com,"550 West Alluvial Avenue, Suite 109, Fresno, California, 93711","Right-of-way engineering, design surveys, legal and easements preparation, mapping, land subdivision, ALTA surveys, land surveying, sub-division-staking, boundary surveying, topographic survey and bridge survey."
"Stantec Consulting Services, Inc.",Orange County,sarah.mcilroy@stantec.com,949 9236000 (Phone),,"38 Technology Drive, Irvine, California",Engineering and consulting services.
TonicDM,Affiliate,reg.prentice@tonicdm.com,213 6314414 (Phone),https://www.tonicdm.com/,"530 S. Hewitt St., Unit 230, Los Angeles, California, 90013","Founded in 2015, TonicDM delivers project information management software purpose-built for engineering and architecture firms. Our 100% cloud-based platform streamlines critical tasks with features such as automatic email filing, COnstruction Administration, large file transfers, tracking and trasnmittals, and contact management -- enabling efficiency and smarter project decisions."
"Elevate Environmental Consultants, Inc.",Santa Clara,johnmclaughlin@elevateenv.com,530 400-1219 (Phone),http://www.elevateenv.com,"2218 Old Middlefield Way, Suite A, Mountain View, California, 94043","Elevate Environmental Consultants, Inc. provides consulting environmental and engineering activities supporting clients with time-sensitive environmental support needs for property acquisition, redevelopment, or tenant improvement projects."
NV5,Sierra Chapter,,,,"2525 Natomas Park Drive, Suite 300, Sacramento, California","Civil engineering consultants throughout California for public and private entities. Experienced in transportation, land development, public works, program and construction management, water and wastewater facilities, education and correction facilities."
"E & S Engineers and Surveyors, Inc. dba Bray & Associates",Northern Association,morgan-brayengr@sbcglobal.net,530 842-6813 (Phone); 530 842-6645 (Fax),http://www.brayengineer.com,"329 West Miner Street, Yreka, California, 96097","General civil practice, site planning and design, public works and surveying."
KSR Civil Engineering,East Bay,matteri59@gmail.com,510 774-5471 (Phone),,"P.O. Box 6794, Moraga, California, 94570-6794","Since 1985, I have provided commercial and residential land development projects; public works projects for cities, counties, special districts; drainage and flood control projects; wastewater collection projects. I provide engineering designs for Grading, Drainage, (Wet) Utility, Subdivision, Roadway & Erosion Control projects, as well as Earthwork, Hydrology & Hydraulics calculations."
Kleinfelder,Riverside-San Bernardino Chapter,enoel@kleinfelder.com,951 801-3681 (Phone); 951 682-0192 (Fax),http://www.kleinfelder.com,"2280 Market Street, Suite 300, Riverside, California, 92501","Kleinfelder is an employee-owned architecture, engineering, and science consulting firm providing solutions to meet our world's complex infrastructure and natural resource challenges. Leveraging our global technical network of nearly 2,000 employees, we deliver sustainable solutions on every project, for every client, anywhere in the world."
BKF Engineers,Non-Chapter,jlong@bkf.com,510 899-7300 (Phone),https://www.bkf.com,"2100 Franklin Street, Suite 4C, Oakland, California, 94612",
Luster National Inc.,Non-Chapter,jcluster@luster.com,415 465-4685 (Phone),https://www.luster.com,"38 Miller Avenue, Suite 14, Mill Valley, California, 94941","A management consulting firm specializing in strategic consulting services, program/project management and construction management activities. Luster has been in business for 35 years and operates nationwide. Our sector focus includes road and bridges, transit, healthcare and aviation. Luster is ISO 9001:2015 certified."
,,,,,,
Argento Graham Consultants LLC,Los Angeles County,hello@argentograham.com,323 620-0288 (Phone),http://www.argentograham.com,"500 S Grand Avenue, Suite 1180, Los Angeles, California, 90071",Sustainability consultancy offering building energy modeling and building commissioning services.
"Carollo Engineers, Inc.",East Bay,agharagozian@carollo.com,925 932-1710 (Phone); 925 930-0208 (Fax),http://www.carollo.com,"2795 Mitchell Drive, Walnut Creek, California, 94598","Carollo Engineers offers over six decades of experience in water, wastewater, energy, solid waste, storm drainage, and related projects. The scope of services to municipal, regional, and industrial clients includes technical and economic feasibility studies, planning and conceptual development, detailed engineering and design, procurement, expediting, and construction management services, start-up, and operations assistance and training."
"San Dieguito Engineering, Inc.",San Diego,purquiza@sdeinc.com,858 345-1149 (Phone); 858 345-1149 (Fax),https://sdeinc.com,"1911 Palomar Oaks Way, Suite 200, Carlsbad, California, 92008","Civil Engineering, Land Surveying, and Planning Services."
RICK,San Diego,,,,"5620 Friars Road, San Diego, California","Comprehensive civil engineering, land use planning, traffic and transportation engineering, surveying, mapping, aerial photogrammetry, landscape architecture, GIS and specialized computer services for both public and private sector clients."
Ninyo & Moore,Bay Bridge,gruf@ninyoandmoore.com,858 343-3000 (Phone); 510 633-5646 (Fax),http://www.ninyoandmoore.com,"2020 Challenger Drive, Suite 103, Alameda, California, 94501","Ninyo & Moore is a professional geotechnical and environmental consulting firm providing geotechnical engineering, engineering geology, engineering geophysics, hydrogeology, and environmental consulting services. We provide services for roads, highways, bridges, reservoirs, airports, water and sewer pipelines, pump stations, treatment plants, flood control facilities, and other public and private works."
"Alternative Energy Systems Consulting, Inc.",Non-Chapter,brogers@aesc-inc.com,626 792-9490 (Phone),https://www.aesc-inc.com,"99 South Lake Avenue, Suite 200, Pasadena, California, 91101",
SYRUSA Engineering Inc.,Orange County,jcorona@syrusaengineering.com,714 784-6701 (Phone),https://www.syrusaengineering.com,"255 W. Central Ave, Suite 204, Brea, California, 92821",
"Jeffer, Mangels, Butler & Mitchell LLP",Affiliate Member,,,,"1900 Avenue of the Stars, 7th Floor, Los Angeles, California","Real estate, land use and environmental law, construction and code compliance."
"4Creeks, Inc.",Non-Chapter,davidd@4-creeks.com,559 781-0102 (Phone),http://www.4-creeks.com,"881 West Morton Avenue, Suite D, Porterville, California, 93257","4Creeks, Inc. houses 6 core disciplines under one roof, including Engineering, Surveying, Planning, Utility Design, Construction, and Marketing. 4Creeks is dedicated to providing innovative and logical solutions through thoughtful design. We specialize in Land Development, Municipal Engineering and Planning, Agricultural and Water Solutions, including Dairy Digesters and Water Regulation Management."
GHD,Los Angeles County,greg.watanabe@ghd.com,562 206-7990 (Phone),http://www.ghd.com,"3760 Kilroy Airport Way, Long Beach, California, 90806","Multi-discipline consulting engineering (civil, structural, electrical, mechanical, environmental) and associated services (land surveying, planning, environmental studies, and toxic remediation)."
"Underwater Resources, Inc.",Affiliate Member,,510 957-5097 (Phone); 510 298-0933 (Fax),http://www.urdiving.com,"866 Estabrook Street, San Leandro, California","Marine and diving contractors primarily involved with water and wastewater infrastructure inspection, rehabilitation and repairs.  Engineering inspection and construction monitoring during submarine pipeline installation and repairs, underwater nondestructive testing (NDT), structural condition and damage surveys, sonar imaging and profiling, video and still photograph documentation.  Underwater monitoring of dams, potable water tanks, offshore and coastal structures, and internal pipeline inspections using a remotely operated vehicle (ROV) to depths of 1000fsw with up to 3400 feet penetration."
"Carroll Engineering, Inc.",Santa Clara County Chapter,robert@carroll-engineering.com,408 261-9800 (Phone); 408 261-0595 (Fax),http://www.carroll-engineering.com,"1101 South Winchester Blvd., Suite H-184, San Jose, California, 95128","Carroll Engineering, Inc. offers surveying and general civil engineering services. We provide boundary, topographic, ALTA, and right-of-way surveys; land development engineering; public works improvement engineering and construction support."
"GeoEngineers, Inc.",San Diego,mmartinez@geoengineers.com,619 314-5043 (Phone),https://www.geoengineers.com,"13220 Evening Creek Drive South, Suite 302, San Diego, California, 92128","GeoEngineers offers earth science and technology consulting services for companies building communities, harnessing and managing the earthÕs resources, and moving products and people. Since our founding in 1980, we have successfully completed more than 30,000 projects for clients in the energy, transportation, water and natural resources, development, and federal markets.The California office of GeoEngineers Inc. is focused on the environmental industry with a technical specialty in environmental site assessment and remediation activities."
Consor,Non-Chapter,jason.jurrens@consoreng.com,925 939-7100 (Phone),http://www.consoreng.com,"2950 Buskirk Avenue, Suite 122, Walnut Creek, California, 94597","Consor is a North American water and transportation infrastructure consulting firm offering planning, engineering design, structural assessment, and construction services. Our diverse team of experts live and work alongside clients, teammates, and partners, providing thoughtful solutions to create inspiring communities together."
Lumos & Associates,Sierra,achafer@lumosinc.com,916 980-8228 (Phone),https://www.lumosinc.com,"3840 El Dorado Hills Blvd., Suite 301, El Dorado Hills, California, 95762","Lumos & Associates provides Civil Engineering for institutional, water/wastewater, stormwater, private development & Transporation, Structural & Geotechnical Engineering. Land Surveying, Photogrammetry & LiDAR services. Construction capabilities include: Construction Administration & Management, Construction Inspection, Pavement Evaluations, Pavement Maintenance Quality Control, Pavement Management Systems, and ICC Special Inspections."
RICK,San Luis,ddruse@rickengineering.com,805 544-0707 (Phone); 805 544-2052 (Fax),http://www.rickengineering.com,"1160 Marsh Street, Suite 150, San Luis Obispo, California, 93401","Comprehensive civil engineering, land use planning, traffic and transportation engineering, surveying, mapping, aerial photogrammetry, landscape architecture, GIS and specialized computer services for both public and private sector clients."
"Fuscoe Engineering, Inc.",San Diego,bsmith@fuscoe.com,858 554-1500 (Phone); 858 597-0335 (Fax),http://www.fuscoe.com,"6390 Greenwich Drive, Suite 170, San Diego, California, 92122","Fuscoe Engineering, Inc. is a civil engineering and land surveying firm headquartered in Irvine with branch offices in San Diego, Los Angeles, Ontario, Danville and El Centro specializing in site development projects for residential, retail and commercial/industrial construction as well as highway and flood control work for public agencies."
Mott MacDonald,Sierra,mohamed.basma@mottmac.com,916 399-0580 (Phone); 916 399-0582 (Fax),http://www.mottmac.com,"2495 Natomas Park Drive, Suite 530, Sacramento, California, 95833","Mott MacDonald is an engineering firm specializing in rail and transit, high-speed rail, highways and bridges, tunnels, airports, ports and harbors, water and wastewater. Provides a complete range of services including transportation planning, engineering design, program/ project management, construction management and environmental services."
Kleinfelder,Sierra,mconnelly@kleinfelder.com,916 366-1701 (Phone); 916 366-7013 (Fax),http://www.kleinfelder.com,"3130 Kilgore Road, Suite 200, Rancho Cordova, California, 95670","Kleinfelder is an employee-owned architecture, engineering, and science consulting firm providing solutions to meet our world's complex infrastructure and natural resource challenges. Leveraging our global technical network of nearly 2,000 employees, we deliver sustainable solutions on every project, for every client, anywhere in the world."
Sheppard Mullin Richter & Hampton LLP,Affiliate Member,,,,"333 South Hope Street, 48th Floor, Los Angeles, California","Sheppard Mullin is one of the largest full service law firms in the country. The firmÕs Real Estate and Land Use Department offers legal services to all sectors of the real estate industry, with special expertise in land use and natural resources, real estate acquisitions and real estate development."
GUIDA,Orange County,rguidaiv@guidasurveying.com,949 777-2000 (Phone); 949 777-2050 (Fax),http://www.guidasurveying.com,"220 Commerce, Suite 150, Irvine, California, 92602","Right-of-way engineering, design surveys, legal and easements preparation, mapping, land subdivision, ALTA surveys, land surveying, sub-division-staking, boundary surveying, topographic survey and bridge survey."
GHD,San Luis,jorge.vanegas-moran@ghd.com,805 2420461 (Phone); 916 7828689 (Fax),,"1101 Monterey Street, Suite 120, San Luis Obispo, California, 93401","Multi-discipline consulting engineering (civil, structural, electrical, mechanical, environmental) and associated services (land surveying, planning, environmental studies, and toxic remediation)."
